iso_ref,gene_ref,isoform_id,gene_id,condition_1,condition_2,gene_name,gene_biotype,iso_biotype,gene_overall_mean,gene_value_1,gene_value_2,gene_stderr_1,gene_stderr_2,gene_log2_fold_change,gene_q_value,iso_overall_mean,iso_value_1,iso_value_2,iso_stderr_1,iso_stderr_2,iso_log2_fold_change,iso_q_value,IF_overall,IF1,IF2,dIF,isoform_switch_q_value,gene_switch_q_value,PTC,IR,switchConsequencesGene
isoComp_00000398,geneComp_00000191,ENSMUST00000181757,1700086O06Rik,KO12,WT6,1700086O06Rik,lncRNA,lncRNA,6.293202114146576,8.630646945881743,3.9557572824114065,0.6916434808009811,0.14739493178269655,-1.1235429519428453,NA,2.9817972799913166,3.440079267931481,2.5235152920511528,0.4042371460209222,0.08340592065319896,-0.4454889723238893,NA,0.522275,0.40495000000000003,0.6396,0.23464999999999991,0.09629782178226262,0.057647521322685365,NA,NA,NA
isoComp_00000399,geneComp_00000191,ENSMUST00000181871,1700086O06Rik,KO12,WT6,1700086O06Rik,lncRNA,lncRNA,6.293202114146576,8.630646945881743,3.9557572824114065,0.6916434808009811,0.14739493178269655,-1.1235429519428453,NA,0.6890865637479479,1.0106080852926702,0.3675650422032254,0.11221789057963155,0.2794450218722812,-1.4346318754668157,NA,0.10729999999999999,0.1189,0.0957,-0.023200000000000012,0.8130558224282068,0.057647521322685365,NA,NA,NA
isoComp_00000400,geneComp_00000191,ENSMUST00000235525,1700086O06Rik,KO12,WT6,1700086O06Rik,lncRNA,lncRNA,6.293202114146576,8.630646945881743,3.9557572824114065,0.6916434808009811,0.14739493178269655,-1.1235429519428453,NA,1.6135540835134463,2.2482106866990494,0.9788974803278433,0.896592920230017,0.4244664064789914,-1.1912872243770567,NA,0.24880000000000002,0.2538,0.24380000000000002,-0.010000000000000009,0.9710680932900754,0.057647521322685365,NA,NA,NA
isoComp_00000401,geneComp_00000191,ENSMUST00000235608,1700086O06Rik,KO12,WT6,1700086O06Rik,lncRNA,lncRNA,6.293202114146576,8.630646945881743,3.9557572824114065,0.6916434808009811,0.14739493178269655,-1.1235429519428453,NA,1.0087641868938642,1.931748905958543,0.0857794678291853,0.3115055971715178,0.0857794678291853,-4.3414964231951725,NA,0.121625,0.22235,0.0209,-0.20145,0.057647521322685365,0.057647521322685365,NA,NA,NA
isoComp_00000910,geneComp_00000419,ENSMUST00000050125,2900026A02Rik,KO12,WT6,2900026A02Rik,protein_coding,protein_coding,6.334141493008117,3.846927396847327,8.821355589168906,0.10642957756044823,0.44288579872265904,1.1951829158542155,NA,2.305780074619277,0.9491783975929913,3.6623817516455626,0.009699418470279273,0.49916609425529224,1.9368449655004891,NA,0.333025,0.247,0.41905,0.17204999999999998,0.2066733202909589,1.4391715615811533e-4,FALSE,0,TRUE
isoComp_00000911,geneComp_00000419,ENSMUST00000211733,2900026A02Rik,KO12,WT6,2900026A02Rik,protein_coding,protein_coding,6.334141493008117,3.846927396847327,8.821355589168906,0.10642957756044823,0.44288579872265904,1.1951829158542155,NA,1.4931455002355731,1.438052433853401,1.5482385666177456,0.013332669085436842,0.001718371996517587,0.10580228396206358,NA,0.27497499999999997,0.374,0.17595,-0.19805,1.4391715615811533e-4,1.4391715615811533e-4,FALSE,0,TRUE
isoComp_00000912,geneComp_00000419,ENSMUST00000212276,2900026A02Rik,KO12,WT6,2900026A02Rik,protein_coding,protein_coding,6.334141493008117,3.846927396847327,8.821355589168906,0.10642957756044823,0.44288579872265904,1.1951829158542155,NA,2.5352159181532667,1.4596965654009346,3.610735270905599,0.10279632694529062,0.9437702649744691,1.3007643724461302,NA,0.391975,0.379,0.40495000000000003,0.02595000000000003,0.9142950149165536,1.4391715615811533e-4,FALSE,0,TRUE
isoComp_00001321,geneComp_00000656,ENSMUST00000196052,4930555A03Rik,KO12,WT6,4930555A03Rik,lncRNA,lncRNA,6.5476887356633044,2.9112099348948117,10.184167536431797,0.47046383305286543,0.5592131900530859,1.8031060212341203,NA,1.0534108822778196,0.8252563677887564,1.281565396766883,0.005101891032998296,0.21726804143421716,0.628829712862695,NA,0.2082,0.29135,0.12505,-0.1663,0.025397732800817637,0.025397732800817637,NA,1,TRUE
isoComp_00001322,geneComp_00000656,ENSMUST00000196524,4930555A03Rik,KO12,WT6,4930555A03Rik,lncRNA,lncRNA,6.5476887356633044,2.9112099348948117,10.184167536431797,0.47046383305286543,0.5592131900530859,1.8031060212341203,NA,3.5003498192805025,1.506065745973042,5.494633892587963,0.5138311272715078,0.3237818319054444,1.8603142958183692,NA,0.5224,0.5019,0.5429,0.041000000000000036,0.8829848217371918,0.025397732800817637,NA,0,TRUE
isoComp_00001323,geneComp_00000656,ENSMUST00000197810,4930555A03Rik,KO12,WT6,4930555A03Rik,lncRNA,lncRNA,6.5476887356633044,2.9112099348948117,10.184167536431797,0.47046383305286543,0.5592131900530859,1.8031060212341203,NA,1.9939280341049823,0.5798878211330134,3.4079682470769512,0.03826540318564392,0.6657269805243129,2.5346264658406357,NA,0.2694,0.20675000000000002,0.33204999999999996,0.12529999999999994,0.3278663084946201,0.025397732800817637,NA,0,TRUE
isoComp_00002078,geneComp_00001059,ENSMUST00000098966,A430078G23Rik,KO12,WT6,A430078G23Rik,protein_coding,protein_coding,14.004325678864344,7.179189418970756,20.82946193875793,0.677588714126596,0.5046023440264946,1.5354170075609264,NA,1.2163131094034298,0.5166918203984998,1.9159343984083599,0.18322439088953568,0.3316163204121587,1.8705276031174258,NA,0.08132500000000001,0.0702,0.09245,0.022250000000000006,0.7486667017531083,0.7486667017531083,FALSE,NA,NA
isoComp_00002079,geneComp_00001059,ENSMUST00000207059,A430078G23Rik,KO12,WT6,A430078G23Rik,protein_coding,retained_intron,14.004325678864344,7.179189418970756,20.82946193875793,0.677588714126596,0.5046023440264946,1.5354170075609264,NA,0.21640637917884217,0.10727661873831681,0.32553613961936756,0.018336471974263857,0.10734783219059599,1.5165527491596158,NA,0.0154,0.015300000000000001,0.0155,1.999999999999988e-4,0.9815940901527156,0.7486667017531083,NA,NA,NA
isoComp_00002080,geneComp_00001059,ENSMUST00000208363,A430078G23Rik,KO12,WT6,A430078G23Rik,protein_coding,nonsense_mediated_decay,14.004325678864344,7.179189418970756,20.82946193875793,0.677588714126596,0.5046023440264946,1.5354170075609264,NA,3.878488446812375,1.9637947530696658,5.793182140555084,0.22855880685680752,0.3017296351169767,1.55587223292227,NA,0.27580000000000005,0.27295,0.27865,0.005699999999999983,0.9683648068039453,0.7486667017531083,TRUE,NA,NA
